upstream,downstream
138840,140446
138840,140449
138840,141134
138840,141139
138840,141638
138840,141982
138840,142304
138840,142324
138840,142344
138840,147076
138840,147150
138840,149004
138840,149319
138840,149368
138840,149383
138840,149404
138840,149405
138840,149689
138840,149745
138840,149903
138840,149930
138840,149948
138840,150235
138840,150258
138840,150262
138840,150504
138840,150927
138840,150960
138840,150964
138840,150965
138840,150971
138840,151512
138840,152013
138840,152040
138840,152075
138840,152369
138840,152375
138840,152388
138840,152762
197140,12690
197140,35374
201706,200928
201776,8381
201776,25000
201776,31531
201776,42238
201776,42250
201776,47203
201776,49465
201776,56663
201776,57615
201776,197002
201776,198793
201776,200467
201776,204485
201776,204634
201776,214883
201776,215503
201776,215678
201986,8226
201986,197805
201986,198265
201986,200896
201986,207980
201986,207991
201986,210315
202766,2606
202766,202583
206810,5598
206810,24881
206810,35273
206810,48687
206810,50204
206810,56915
206810,57460
206810,59867
206810,60839
206810,197578
206810,202497
206810,208435
262318,12140
262318,268021
262761,266333
268674,269322
393238,397185
397790,6586
398563,1611
398563,7382
398563,15015
398563,397710
